object_id,original_detection_id,parent_class,frame,x,y,w,h,area,solidity,eccentricity,focus_score,quality_score,cluster
409,7934,Cladoceramorpha,RCNHSha_20250922_045113_IMG7,2466,1128,159,124,4429,0.3816,0.7321,29.651,0.3213,3
410,8049,Cladoceramorpha,RCNHSha_20250922_045153_IMG11,1613,2410,199,186,9903,0.4445,0.6437,20.804,0.3542,11
411,8217,Cladoceramorpha,RCNHSha_20250922_055035_IMG3,1243,2605,169,164,7080,0.4241,0.667,25.4842,0.3527,8
412,8337,Cladoceramorpha,RCNHSha_20250922_055125_IMG8,2041,1107,127,179,6526,0.545,0.9209,36.3471,0.3998,8
413,8349,Cladoceramorpha,RCNHSha_20250922_055125_IMG8,2814,1586,119,133,4625,0.4723,0.5527,35.6169,0.3623,8
414,8376,Cladoceramorpha,RCNHSha_20250922_055125_IMG8,1241,2090,97,157,4820,0.3983,0.8629,32.3249,0.3446,4
415,8452,Cladoceramorpha,RCNHSha_20250922_055135_IMG9,1680,1770,183,110,6309,0.4241,0.8701,36.7124,0.3639,3
416,8477,Cladoceramorpha,RCNHSha_20250922_055135_IMG9,1996,2527,166,172,6585,0.4112,0.7258,19.6635,0.343,16
417,8563,Cladoceramorpha,RCNHSha_20250922_062017_IMG1,1167,2215,103,154,4393,0.4156,0.7244,20.7387,0.3212,4
418,8564,Cladoceramorpha,RCNHSha_20250922_062017_IMG1,1581,2256,134,153,7766,0.5234,0.7102,27.6105,0.3846,8
419,9405,Cladoceramorpha,RCNHSha_20250922_202115_IMG4,1041,1544,148,100,5264,0.5529,0.7591,33.7312,0.3996,6
