detection_id,frame,bbox_x,bbox_y,bbox_w,bbox_h,original_cluster,final_class,class_name,status
8712,RCNHSha_20250922_062107_IMG6,2291,1525,39,81,7,7,Detritus / Unsharp Organisms,confirmed
7763,RCNHSha_20250922_005145_IMG11,2921,666,42,59,7,7,Detritus / Unsharp Organisms,confirmed
8008,RCNHSha_20250922_045153_IMG11,2422,1009,44,50,7,7,Detritus / Unsharp Organisms,confirmed
2661,RCNHSha_20250514_054033_IMG7,2060,2537,36,85,7,7,Detritus / Unsharp Organisms,confirmed
8717,RCNHSha_20250922_062107_IMG6,640,1734,43,57,7,7,Detritus / Unsharp Organisms,confirmed
5717,RCNHSha_20250516_033932_IMG3,1096,2122,56,58,7,7,Detritus / Unsharp Organisms,confirmed
5760,RCNHSha_20250516_040916_IMG2,945,2212,65,67,7,7,Detritus / Unsharp Organisms,confirmed
3582,RCNHSha_20250515_013917_IMG2,2323,2754,46,53,7,7,Detritus / Unsharp Organisms,confirmed
3960,RCNHSha_20250515_031017_IMG6,2216,903,65,170,7,7,Detritus / Unsharp Organisms,confirmed
2692,RCNHSha_20250514_233948_IMG4,2555,1206,47,75,7,7,Detritus / Unsharp Organisms,confirmed
9404,RCNHSha_20250922_202115_IMG4,1843,1523,47,68,7,7,Detritus / Unsharp Organisms,confirmed
5771,RCNHSha_20250516_041002_IMG5,1523,394,65,88,7,7,Detritus / Unsharp Organisms,confirmed
402,RCNHSha_20250511_021016_IMG6,2789,1462,47,69,7,7,Detritus / Unsharp Organisms,confirmed
3406,RCNHSha_20250515_010947_IMG4,1687,2756,34,85,7,7,Detritus / Unsharp Organisms,confirmed
8973,RCNHSha_20250922_065047_IMG4,2289,1529,34,72,7,7,Detritus / Unsharp Organisms,confirmed
3554,RCNHSha_20250515_013917_IMG2,2206,1236,34,71,7,7,Detritus / Unsharp Organisms,confirmed
5511,RCNHSha_20250516_014000_IMG5,2317,2746,36,57,7,7,Detritus / Unsharp Organisms,confirmed
5887,RCNHSha_20250516_041049_IMG8,2664,1393,164,226,7,7,Detritus / Unsharp Organisms,confirmed
1875,RCNHSha_20250513_034017_IMG6,1362,545,47,52,7,7,Detritus / Unsharp Organisms,confirmed
711,RCNHSha_20250512_001032_IMG7,662,1641,51,74,7,7,Detritus / Unsharp Organisms,confirmed
5020,RCNHSha_20250516_003930_IMG3,1423,229,56,71,7,7,Detritus / Unsharp Organisms,confirmed
3835,RCNHSha_20250515_023917_IMG2,1606,2687,43,52,7,7,Detritus / Unsharp Organisms,confirmed
1070,RCNHSha_20250512_034017_IMG6,655,1634,58,75,7,7,Detritus / Unsharp Organisms,confirmed
8599,RCNHSha_20250922_062047_IMG4,2891,696,61,75,7,7,Detritus / Unsharp Organisms,confirmed
1578,RCNHSha_20250513_030916_IMG2,2092,1437,52,77,7,7,Detritus / Unsharp Organisms,confirmed
8542,RCNHSha_20250922_062017_IMG1,639,1732,42,59,7,7,Detritus / Unsharp Organisms,confirmed
4842,RCNHSha_20250516_001002_IMG5,3148,2217,47,55,7,7,Detritus / Unsharp Organisms,confirmed
8271,RCNHSha_20250922_055055_IMG5,2248,1746,35,63,7,7,Detritus / Unsharp Organisms,confirmed
4425,RCNHSha_20250516_000901_IMG1,2421,304,45,49,7,7,Detritus / Unsharp Organisms,confirmed
3235,RCNHSha_20250515_004017_IMG6,2682,1673,34,65,7,7,Detritus / Unsharp Organisms,confirmed
9343,RCNHSha_20250922_075129_IMG8,565,1933,70,164,7,7,Detritus / Unsharp Organisms,confirmed
3101,RCNHSha_20250515_001047_IMG8,1610,2693,52,85,7,7,Detritus / Unsharp Organisms,confirmed
2640,RCNHSha_20250514_054033_IMG7,2018,977,36,55,7,7,Detritus / Unsharp Organisms,confirmed
5933,RCNHSha_20250516_044031_IMG7,1404,1314,67,85,7,7,Detritus / Unsharp Organisms,confirmed
3261,RCNHSha_20250515_010917_IMG2,1536,391,57,80,7,7,Detritus / Unsharp Organisms,confirmed
3143,RCNHSha_20250515_003916_IMG2,2824,1930,37,63,7,7,Detritus / Unsharp Organisms,confirmed
2098,RCNHSha_20250513_054002_IMG5,1609,2724,72,79,7,7,Detritus / Unsharp Organisms,confirmed
5120,RCNHSha_20250516_004030_IMG7,1525,406,63,86,7,7,Detritus / Unsharp Organisms,confirmed
8924,RCNHSha_20250922_062147_IMG10,2046,2849,38,88,7,7,Detritus / Unsharp Organisms,confirmed
3430,RCNHSha_20250515_011017_IMG6,981,1218,48,76,7,7,Detritus / Unsharp Organisms,confirmed
3681,RCNHSha_20250515_014047_IMG8,2325,2758,45,49,7,7,Detritus / Unsharp Organisms,confirmed
514,RCNHSha_20250511_044016_IMG6,2885,392,43,45,7,7,Detritus / Unsharp Organisms,confirmed
1390,RCNHSha_20250513_013947_IMG4,1538,1494,53,56,7,7,Detritus / Unsharp Organisms,confirmed
3991,RCNHSha_20250515_031017_IMG6,1314,2640,80,102,7,7,Detritus / Unsharp Organisms,confirmed
3458,RCNHSha_20250515_011017_IMG6,2670,2408,44,58,7,7,Detritus / Unsharp Organisms,confirmed
225,RCNHSha_20250510_020947_IMG4,1076,2457,31,85,7,7,Detritus / Unsharp Organisms,confirmed
1468,RCNHSha_20250513_023901_IMG1,725,965,61,66,7,7,Detritus / Unsharp Organisms,confirmed
3945,RCNHSha_20250515_031002_IMG5,1296,2629,72,97,7,7,Detritus / Unsharp Organisms,confirmed
3537,RCNHSha_20250515_013917_IMG2,1960,632,55,77,7,7,Detritus / Unsharp Organisms,confirmed
4907,RCNHSha_20250516_001016_IMG6,721,949,36,69,7,7,Detritus / Unsharp Organisms,confirmed
1175,RCNHSha_20250512_233915_IMG2,2590,1808,44,57,7,7,Detritus / Unsharp Organisms,confirmed
9260,RCNHSha_20250922_075109_IMG6,2339,2019,44,59,7,7,Detritus / Unsharp Organisms,confirmed
2278,RCNHSha_20250514_021100_IMG9,1022,1412,40,60,7,7,Detritus / Unsharp Organisms,confirmed
6332,RCNHSha_20250520_031001_IMG5,2462,1434,48,56,7,7,Detritus / Unsharp Organisms,confirmed
5969,RCNHSha_20250516_053901_IMG1,1943,284,50,70,7,7,Detritus / Unsharp Organisms,confirmed
5781,RCNHSha_20250516_041002_IMG5,1910,1129,43,86,7,7,Detritus / Unsharp Organisms,confirmed
2233,RCNHSha_20250514_013931_IMG3,1717,1975,52,59,7,7,Detritus / Unsharp Organisms,confirmed
5096,RCNHSha_20250516_003930_IMG3,984,2197,39,80,7,7,Detritus / Unsharp Organisms,confirmed
607,RCNHSha_20250511_233901_IMG1,661,1639,49,76,7,7,Detritus / Unsharp Organisms,confirmed
4076,RCNHSha_20250515_040948_IMG4,1532,393,62,78,7,7,Detritus / Unsharp Organisms,confirmed
4116,RCNHSha_20250515_040948_IMG4,1588,2680,34,115,7,7,Detritus / Unsharp Organisms,confirmed
8881,RCNHSha_20250922_062147_IMG10,2290,1527,41,72,7,7,Detritus / Unsharp Organisms,confirmed
1025,RCNHSha_20250512_023933_IMG3,644,1623,36,79,7,7,Detritus / Unsharp Organisms,confirmed
5911,RCNHSha_20250516_041049_IMG8,2324,2712,33,91,7,7,Detritus / Unsharp Organisms,confirmed
3171,RCNHSha_20250515_003932_IMG3,2532,1180,48,90,7,7,Detritus / Unsharp Organisms,confirmed
5258,RCNHSha_20250516_010915_IMG2,2145,1164,29,68,7,7,Detritus / Unsharp Organisms,confirmed
7143,RCNHSha_20250921_225141_IMG11,647,1722,48,55,7,7,Detritus / Unsharp Organisms,confirmed
3775,RCNHSha_20250515_023902_IMG1,1669,2712,46,79,7,7,Detritus / Unsharp Organisms,confirmed
4128,RCNHSha_20250515_041033_IMG7,1060,915,93,97,7,7,Detritus / Unsharp Organisms,confirmed
5709,RCNHSha_20250516_033932_IMG3,1530,1542,46,64,7,7,Detritus / Unsharp Organisms,confirmed
5372,RCNHSha_20250516_011045_IMG8,1526,406,62,76,7,7,Detritus / Unsharp Organisms,confirmed
8536,RCNHSha_20250922_062017_IMG1,2291,1532,34,67,7,7,Detritus / Unsharp Organisms,confirmed
5841,RCNHSha_20250516_041017_IMG6,1540,1487,50,69,7,7,Detritus / Unsharp Organisms,confirmed
3826,RCNHSha_20250515_023917_IMG2,1330,2332,45,47,7,7,Detritus / Unsharp Organisms,confirmed
8665,RCNHSha_20250922_062107_IMG6,1627,289,62,75,7,7,Detritus / Unsharp Organisms,confirmed
2266,RCNHSha_20250514_021100_IMG9,2747,400,34,55,7,7,Detritus / Unsharp Organisms,confirmed
8664,RCNHSha_20250922_062047_IMG4,2042,2851,42,85,7,7,Detritus / Unsharp Organisms,confirmed
5673,RCNHSha_20250516_031002_IMG5,2638,2447,48,75,7,7,Detritus / Unsharp Organisms,confirmed
6892,RCNHSha_20250921_225051_IMG6,2271,1550,50,69,7,7,Detritus / Unsharp Organisms,confirmed
8887,RCNHSha_20250922_062147_IMG10,637,1732,50,59,7,7,Detritus / Unsharp Organisms,confirmed
5463,RCNHSha_20250516_013945_IMG4,2291,2777,57,60,7,7,Detritus / Unsharp Organisms,confirmed
3684,RCNHSha_20250515_021001_IMG5,2387,319,71,97,7,7,Detritus / Unsharp Organisms,confirmed
3922,RCNHSha_20250515_031002_IMG5,2551,1196,39,75,7,7,Detritus / Unsharp Organisms,confirmed
2568,RCNHSha_20250514_053917_IMG2,929,1960,31,68,7,7,Detritus / Unsharp Organisms,confirmed
4403,RCNHSha_20250515_234047_IMG8,1044,2017,52,63,7,7,Detritus / Unsharp Organisms,confirmed
5971,RCNHSha_20250516_053901_IMG1,1525,407,64,71,7,7,Detritus / Unsharp Organisms,confirmed
3805,RCNHSha_20250515_023917_IMG2,2421,1477,48,89,7,7,Detritus / Unsharp Organisms,confirmed
1741,RCNHSha_20250513_031016_IMG6,1105,678,51,84,7,7,Detritus / Unsharp Organisms,confirmed
5998,RCNHSha_20250516_053901_IMG1,3106,2051,53,78,7,7,Detritus / Unsharp Organisms,confirmed
1047,RCNHSha_20250512_030902_IMG1,640,1619,30,84,7,7,Detritus / Unsharp Organisms,confirmed
4318,RCNHSha_20250515_234002_IMG5,1499,144,97,156,7,7,Detritus / Unsharp Organisms,confirmed
5453,RCNHSha_20250516_013945_IMG4,3099,2120,30,94,7,7,Detritus / Unsharp Organisms,confirmed
4056,RCNHSha_20250515_034032_IMG7,992,1847,43,52,7,7,Detritus / Unsharp Organisms,confirmed
1223,RCNHSha_20250513_003900_IMG1,1132,884,50,54,7,7,Detritus / Unsharp Organisms,confirmed
1973,RCNHSha_20250513_041101_IMG9,1177,1363,39,57,7,7,Detritus / Unsharp Organisms,confirmed
9321,RCNHSha_20250922_075129_IMG8,2291,1530,33,71,7,7,Detritus / Unsharp Organisms,confirmed
3691,RCNHSha_20250515_021001_IMG5,1178,1035,47,85,7,7,Detritus / Unsharp Organisms,confirmed
5464,RCNHSha_20250516_014000_IMG5,1506,184,99,115,7,7,Detritus / Unsharp Organisms,confirmed
3695,RCNHSha_20250515_021001_IMG5,979,1215,46,84,7,7,Detritus / Unsharp Organisms,confirmed
1153,RCNHSha_20250512_054045_IMG8,2250,1472,51,53,7,7,Detritus / Unsharp Organisms,confirmed
1201,RCNHSha_20250513_001017_IMG6,1554,2728,70,97,7,7,Detritus / Unsharp Organisms,confirmed
8688,RCNHSha_20250922_062107_IMG6,2893,709,56,61,7,7,Detritus / Unsharp Organisms,confirmed
8800,RCNHSha_20250922_062127_IMG8,640,1733,53,58,7,7,Detritus / Unsharp Organisms,confirmed
5206,RCNHSha_20250516_010900_IMG1,1361,1332,71,75,7,7,Detritus / Unsharp Organisms,confirmed
8344,RCNHSha_20250922_055125_IMG8,679,1324,34,71,7,7,Detritus / Unsharp Organisms,confirmed
6014,RCNHSha_20250516_053947_IMG4,2191,516,57,64,7,7,Detritus / Unsharp Organisms,confirmed
2606,RCNHSha_20250514_053932_IMG3,1327,2684,60,67,7,7,Detritus / Unsharp Organisms,confirmed
5999,RCNHSha_20250516_053901_IMG1,964,2209,52,81,7,7,Detritus / Unsharp Organisms,confirmed
5583,RCNHSha_20250516_020900_IMG1,2703,1798,72,97,7,7,Detritus / Unsharp Organisms,confirmed
6044,RCNHSha_20250516_053947_IMG4,963,2211,53,74,7,7,Detritus / Unsharp Organisms,confirmed
1080,RCNHSha_20250512_041002_IMG5,656,1631,54,78,7,7,Detritus / Unsharp Organisms,confirmed
2891,RCNHSha_20250515_001032_IMG7,2902,559,49,78,7,7,Detritus / Unsharp Organisms,confirmed
7182,RCNHSha_20250921_232012_IMG2,1087,498,44,85,7,7,Detritus / Unsharp Organisms,confirmed
8447,RCNHSha_20250922_055135_IMG9,1516,1697,57,62,7,7,Detritus / Unsharp Organisms,confirmed
4964,RCNHSha_20250516_001016_IMG6,2700,1827,57,67,7,7,Detritus / Unsharp Organisms,confirmed
7234,RCNHSha_20250921_232012_IMG2,647,1735,49,57,7,7,Detritus / Unsharp Organisms,confirmed
2255,RCNHSha_20250514_013946_IMG4,2608,1506,44,62,7,7,Detritus / Unsharp Organisms,confirmed
3978,RCNHSha_20250515_031017_IMG6,913,1972,33,96,7,7,Detritus / Unsharp Organisms,confirmed
3595,RCNHSha_20250515_013932_IMG3,2038,944,77,82,7,7,Detritus / Unsharp Organisms,confirmed
7602,RCNHSha_20250922_005045_IMG5,2601,1422,45,68,7,7,Detritus / Unsharp Organisms,confirmed
6914,RCNHSha_20250921_225051_IMG6,594,2108,38,70,7,7,Detritus / Unsharp Organisms,confirmed
4333,RCNHSha_20250515_234002_IMG5,1064,998,43,53,7,7,Detritus / Unsharp Organisms,confirmed
3126,RCNHSha_20250515_003916_IMG2,2789,1390,38,70,7,7,Detritus / Unsharp Organisms,confirmed
3324,RCNHSha_20250515_010932_IMG3,1990,1228,52,62,7,7,Detritus / Unsharp Organisms,confirmed
6084,RCNHSha_20250516_054032_IMG7,2686,1788,75,109,7,7,Detritus / Unsharp Organisms,confirmed
6428,RCNHSha_20250520_031046_IMG8,1043,515,71,83,7,7,Detritus / Unsharp Organisms,confirmed
4146,RCNHSha_20250515_041033_IMG7,3083,2065,54,59,7,7,Detritus / Unsharp Organisms,confirmed
5189,RCNHSha_20250516_010900_IMG1,1499,170,101,127,7,7,Detritus / Unsharp Organisms,confirmed
4132,RCNHSha_20250515_041033_IMG7,1882,1148,57,63,7,7,Detritus / Unsharp Organisms,confirmed
6042,RCNHSha_20250516_053947_IMG4,3091,2049,41,80,7,7,Detritus / Unsharp Organisms,confirmed
3512,RCNHSha_20250515_011032_IMG7,1087,2115,47,56,7,7,Detritus / Unsharp Organisms,confirmed
4248,RCNHSha_20250515_054003_IMG5,1834,670,61,71,7,7,Detritus / Unsharp Organisms,confirmed
192,RCNHSha_20250510_020947_IMG4,3149,649,45,105,7,7,Detritus / Unsharp Organisms,confirmed
2331,RCNHSha_20250514_023946_IMG4,1104,946,33,66,7,7,Detritus / Unsharp Organisms,confirmed
8990,RCNHSha_20250922_065047_IMG4,693,1892,42,65,7,7,Detritus / Unsharp Organisms,confirmed
5983,RCNHSha_20250516_053901_IMG1,1909,1182,40,67,7,7,Detritus / Unsharp Organisms,confirmed
2411,RCNHSha_20250514_030916_IMG2,2737,391,37,65,7,7,Detritus / Unsharp Organisms,confirmed
7387,RCNHSha_20250922_002134_IMG10,2921,663,42,66,7,7,Detritus / Unsharp Organisms,confirmed
5514,RCNHSha_20250516_014100_IMG9,1831,319,74,83,7,7,Detritus / Unsharp Organisms,confirmed
1766,RCNHSha_20250513_031016_IMG6,3383,1235,27,74,7,7,Detritus / Unsharp Organisms,confirmed
5040,RCNHSha_20250516_003930_IMG3,3065,634,61,107,7,7,Detritus / Unsharp Organisms,confirmed
2554,RCNHSha_20250514_053917_IMG2,2078,825,32,100,7,7,Detritus / Unsharp Organisms,confirmed
5452,RCNHSha_20250516_013945_IMG4,998,2015,68,71,7,7,Detritus / Unsharp Organisms,confirmed
2019,RCNHSha_20250513_043901_IMG1,1607,2722,72,84,7,7,Detritus / Unsharp Organisms,confirmed
5651,RCNHSha_20250516_031002_IMG5,3197,1564,208,305,7,7,Detritus / Unsharp Organisms,confirmed
1537,RCNHSha_20250513_030916_IMG2,3162,684,49,54,7,7,Detritus / Unsharp Organisms,confirmed
4288,RCNHSha_20250515_054049_IMG8,2054,773,53,56,7,7,Detritus / Unsharp Organisms,confirmed
5959,RCNHSha_20250516_044031_IMG7,1159,2270,56,59,7,7,Detritus / Unsharp Organisms,confirmed
3175,RCNHSha_20250515_003932_IMG3,2654,1396,81,110,7,7,Detritus / Unsharp Organisms,confirmed
666,RCNHSha_20250511_234046_IMG8,1434,371,38,103,7,7,Detritus / Unsharp Organisms,confirmed
3397,RCNHSha_20250515_010947_IMG4,1329,2324,45,55,7,7,Detritus / Unsharp Organisms,confirmed
6231,RCNHSha_20250518_050946_IMG4,1582,2717,42,54,7,7,Detritus / Unsharp Organisms,confirmed
5855,RCNHSha_20250516_041017_IMG6,3116,2129,79,83,7,7,Detritus / Unsharp Organisms,confirmed
8818,RCNHSha_20250922_062127_IMG8,780,2125,34,72,7,7,Detritus / Unsharp Organisms,confirmed
3552,RCNHSha_20250515_013917_IMG2,2553,1181,31,94,7,7,Detritus / Unsharp Organisms,confirmed
782,RCNHSha_20250512_011034_IMG7,3160,678,39,57,7,7,Detritus / Unsharp Organisms,confirmed
7395,RCNHSha_20250922_002134_IMG10,724,876,51,56,7,7,Detritus / Unsharp Organisms,confirmed
1811,RCNHSha_20250513_031016_IMG6,1586,2730,49,54,7,7,Detritus / Unsharp Organisms,confirmed
3008,RCNHSha_20250515_001047_IMG8,1914,93,118,120,7,7,Detritus / Unsharp Organisms,confirmed
7721,RCNHSha_20250922_005105_IMG7,676,1976,39,61,7,7,Detritus / Unsharp Organisms,confirmed
3070,RCNHSha_20250515_001047_IMG8,649,1703,70,94,7,7,Detritus / Unsharp Organisms,confirmed
3773,RCNHSha_20250515_023902_IMG1,1333,2665,66,87,7,7,Detritus / Unsharp Organisms,confirmed
5555,RCNHSha_20250516_020900_IMG1,2451,319,57,74,7,7,Detritus / Unsharp Organisms,confirmed
3016,RCNHSha_20250515_001047_IMG8,1144,411,60,108,7,7,Detritus / Unsharp Organisms,confirmed
3966,RCNHSha_20250515_031017_IMG6,1956,1103,52,82,7,7,Detritus / Unsharp Organisms,confirmed
2639,RCNHSha_20250514_054033_IMG7,1714,910,34,63,7,7,Detritus / Unsharp Organisms,confirmed
2551,RCNHSha_20250514_053917_IMG2,1848,740,49,74,7,7,Detritus / Unsharp Organisms,confirmed
6438,RCNHSha_20250520_031046_IMG8,2581,1039,53,62,7,7,Detritus / Unsharp Organisms,confirmed
3273,RCNHSha_20250515_010917_IMG2,1944,1197,30,67,7,7,Detritus / Unsharp Organisms,confirmed
2295,RCNHSha_20250514_023931_IMG3,1010,497,43,114,7,7,Detritus / Unsharp Organisms,confirmed
2620,RCNHSha_20250514_054003_IMG5,1041,1410,56,61,7,7,Detritus / Unsharp Organisms,confirmed
3333,RCNHSha_20250515_010932_IMG3,2285,1543,55,71,7,7,Detritus / Unsharp Organisms,confirmed
4096,RCNHSha_20250515_040948_IMG4,2693,1488,33,82,7,7,Detritus / Unsharp Organisms,confirmed
8686,RCNHSha_20250922_062107_IMG6,2824,658,51,81,7,7,Detritus / Unsharp Organisms,confirmed
2293,RCNHSha_20250514_023931_IMG3,2741,398,44,60,7,7,Detritus / Unsharp Organisms,confirmed
8281,RCNHSha_20250922_055055_IMG5,679,1975,35,83,7,7,Detritus / Unsharp Organisms,confirmed
7542,RCNHSha_20250922_005035_IMG4,709,2067,41,63,7,7,Detritus / Unsharp Organisms,confirmed
4326,RCNHSha_20250515_234002_IMG5,2196,523,46,54,7,7,Detritus / Unsharp Organisms,confirmed
7861,RCNHSha_20250922_005155_IMG12,637,1224,56,66,7,7,Detritus / Unsharp Organisms,confirmed
7537,RCNHSha_20250922_005035_IMG4,678,1977,38,61,7,7,Detritus / Unsharp Organisms,confirmed
3636,RCNHSha_20250515_014047_IMG8,2106,396,43,64,7,7,Detritus / Unsharp Organisms,confirmed
3722,RCNHSha_20250515_021001_IMG5,1331,2663,68,87,7,7,Detritus / Unsharp Organisms,confirmed
8463,RCNHSha_20250922_055135_IMG9,680,1977,33,69,7,7,Detritus / Unsharp Organisms,confirmed
6085,RCNHSha_20250516_054032_IMG7,3078,1831,38,61,7,7,Detritus / Unsharp Organisms,confirmed
5029,RCNHSha_20250516_003930_IMG3,1532,402,54,79,7,7,Detritus / Unsharp Organisms,confirmed
2215,RCNHSha_20250514_013931_IMG3,1372,208,81,164,7,7,Detritus / Unsharp Organisms,confirmed
6130,RCNHSha_20250518_044100_IMG9,2754,1398,77,85,7,7,Detritus / Unsharp Organisms,confirmed
2320,RCNHSha_20250514_023931_IMG3,1312,2682,50,61,7,7,Detritus / Unsharp Organisms,confirmed
3916,RCNHSha_20250515_031002_IMG5,2246,1032,55,59,7,7,Detritus / Unsharp Organisms,confirmed
6996,RCNHSha_20250921_225101_IMG7,660,1968,52,61,7,7,Detritus / Unsharp Organisms,confirmed
2435,RCNHSha_20250514_030916_IMG2,1812,2604,42,74,7,7,Detritus / Unsharp Organisms,confirmed
2729,RCNHSha_20250514_233948_IMG4,1679,2697,44,84,7,7,Detritus / Unsharp Organisms,confirmed
3046,RCNHSha_20250515_001047_IMG8,2556,1186,33,84,7,7,Detritus / Unsharp Organisms,confirmed
3228,RCNHSha_20250515_004017_IMG6,2608,1437,85,145,7,7,Detritus / Unsharp Organisms,confirmed
3717,RCNHSha_20250515_021001_IMG5,2544,2343,49,88,7,7,Detritus / Unsharp Organisms,confirmed
1272,RCNHSha_20250513_003931_IMG3,2458,316,57,60,7,7,Detritus / Unsharp Organisms,confirmed
2303,RCNHSha_20250514_023931_IMG3,2150,1177,52,57,7,7,Detritus / Unsharp Organisms,confirmed
4315,RCNHSha_20250515_054049_IMG8,1558,2692,65,94,7,7,Detritus / Unsharp Organisms,confirmed
1943,RCNHSha_20250513_040946_IMG4,2423,259,42,64,7,7,Detritus / Unsharp Organisms,confirmed
9040,RCNHSha_20250922_072118_IMG7,779,677,41,80,7,7,Detritus / Unsharp Organisms,confirmed
3920,RCNHSha_20250515_031002_IMG5,2195,1094,61,86,7,7,Detritus / Unsharp Organisms,confirmed
4742,RCNHSha_20250516_001002_IMG5,1530,402,57,77,7,7,Detritus / Unsharp Organisms,confirmed
1100,RCNHSha_20250512_041033_IMG7,655,1629,51,79,7,7,Detritus / Unsharp Organisms,confirmed
4314,RCNHSha_20250515_054049_IMG8,1270,2644,43,90,7,7,Detritus / Unsharp Organisms,confirmed
5145,RCNHSha_20250516_004030_IMG7,2145,1212,98,109,7,7,Detritus / Unsharp Organisms,confirmed
3904,RCNHSha_20250515_031002_IMG5,1537,394,55,76,7,7,Detritus / Unsharp Organisms,confirmed
4354,RCNHSha_20250515_234002_IMG5,3112,2034,67,92,7,7,Detritus / Unsharp Organisms,confirmed
3424,RCNHSha_20250515_011017_IMG6,1655,983,50,63,7,7,Detritus / Unsharp Organisms,confirmed
4613,RCNHSha_20250516_000901_IMG1,2322,2771,30,79,7,7,Detritus / Unsharp Organisms,confirmed
7474,RCNHSha_20250922_005035_IMG4,2082,192,40,65,7,7,Detritus / Unsharp Organisms,confirmed
7578,RCNHSha_20250922_005045_IMG5,2923,667,39,57,7,7,Detritus / Unsharp Organisms,confirmed
3965,RCNHSha_20250515_031017_IMG6,2184,1076,40,102,7,7,Detritus / Unsharp Organisms,confirmed
8119,RCNHSha_20250922_052024_IMG2,2316,2049,44,86,7,7,Detritus / Unsharp Organisms,confirmed
4945,RCNHSha_20250516_001016_IMG6,1541,1538,49,60,7,7,Detritus / Unsharp Organisms,confirmed
7281,RCNHSha_20250921_232102_IMG7,2903,653,54,57,7,7,Detritus / Unsharp Organisms,confirmed
8812,RCNHSha_20250922_062127_IMG8,548,1942,82,129,7,7,Detritus / Unsharp Organisms,confirmed
6093,RCNHSha_20250516_054032_IMG7,958,2212,58,74,7,7,Detritus / Unsharp Organisms,confirmed
3645,RCNHSha_20250515_014047_IMG8,2312,1016,59,94,7,7,Detritus / Unsharp Organisms,confirmed
2353,RCNHSha_20250514_024101_IMG9,2743,397,43,56,7,7,Detritus / Unsharp Organisms,confirmed
5182,RCNHSha_20250516_004030_IMG7,1334,2355,53,58,7,7,Detritus / Unsharp Organisms,confirmed
5640,RCNHSha_20250516_031002_IMG5,3253,1195,68,123,7,7,Detritus / Unsharp Organisms,confirmed
5816,RCNHSha_20250516_041017_IMG6,1379,238,118,156,7,7,Detritus / Unsharp Organisms,confirmed
8584,RCNHSha_20250922_062047_IMG4,1308,385,82,87,7,7,Detritus / Unsharp Organisms,confirmed
7937,RCNHSha_20250922_045113_IMG7,2893,1271,66,101,7,7,Detritus / Unsharp Organisms,confirmed
6650,RCNHSha_20250921_222139_IMG11,2338,685,41,55,7,7,Detritus / Unsharp Organisms,confirmed
269,RCNHSha_20250510_234001_IMG5,635,1375,28,99,7,7,Detritus / Unsharp Organisms,confirmed
1374,RCNHSha_20250513_013947_IMG4,1621,162,50,77,7,7,Detritus / Unsharp Organisms,confirmed
9200,RCNHSha_20250922_075109_IMG6,1422,355,50,52,7,7,Detritus / Unsharp Organisms,confirmed
6171,RCNHSha_20250518_050946_IMG4,2421,341,47,67,7,7,Detritus / Unsharp Organisms,confirmed
3312,RCNHSha_20250515_010932_IMG3,1536,390,56,81,7,7,Detritus / Unsharp Organisms,confirmed
1056,RCNHSha_20250512_031003_IMG5,629,1570,78,84,7,7,Detritus / Unsharp Organisms,confirmed
5947,RCNHSha_20250516_044031_IMG7,2681,1790,80,107,7,7,Detritus / Unsharp Organisms,confirmed
4617,RCNHSha_20250516_000947_IMG4,1700,238,36,72,7,7,Detritus / Unsharp Organisms,confirmed
3907,RCNHSha_20250515_031002_IMG5,1853,531,52,80,7,7,Detritus / Unsharp Organisms,confirmed
2695,RCNHSha_20250514_233948_IMG4,2461,1407,64,85,7,7,Detritus / Unsharp Organisms,confirmed
522,RCNHSha_20250511_044016_IMG6,1721,1134,50,71,7,7,Detritus / Unsharp Organisms,confirmed
2592,RCNHSha_20250514_053932_IMG3,1040,1411,48,61,7,7,Detritus / Unsharp Organisms,confirmed
9513,RCNHSha_20250922_202225_IMG11,2812,406,39,67,7,7,Detritus / Unsharp Organisms,confirmed
3391,RCNHSha_20250515_010947_IMG4,1099,2143,44,52,7,7,Detritus / Unsharp Organisms,confirmed
8897,RCNHSha_20250922_062147_IMG10,544,1942,85,130,7,7,Detritus / Unsharp Organisms,confirmed
4052,RCNHSha_20250515_034032_IMG7,2531,1532,58,67,7,7,Detritus / Unsharp Organisms,confirmed
3154,RCNHSha_20250515_003916_IMG2,1270,2624,45,112,7,7,Detritus / Unsharp Organisms,confirmed
7033,RCNHSha_20250921_225111_IMG8,951,515,88,180,7,7,Detritus / Unsharp Organisms,confirmed
5272,RCNHSha_20250516_010915_IMG2,2699,1823,51,76,7,7,Detritus / Unsharp Organisms,confirmed
948,RCNHSha_20250512_020902_IMG1,658,1635,56,75,7,7,Detritus / Unsharp Organisms,confirmed
9127,RCNHSha_20250922_072208_IMG12,780,677,39,79,7,7,Detritus / Unsharp Organisms,confirmed
2477,RCNHSha_20250514_034002_IMG5,2680,1229,48,53,7,7,Detritus / Unsharp Organisms,confirmed
973,RCNHSha_20250512_021047_IMG8,3076,557,46,55,7,7,Detritus / Unsharp Organisms,confirmed
7989,RCNHSha_20250922_045153_IMG11,2843,473,62,122,7,7,Detritus / Unsharp Organisms,confirmed
1003,RCNHSha_20250512_021047_IMG8,657,1633,54,78,7,7,Detritus / Unsharp Organisms,confirmed
1412,RCNHSha_20250513_014047_IMG8,2468,294,61,102,7,7,Detritus / Unsharp Organisms,confirmed
